OBJECTID,HoodName,HoodID,F2021_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_2021,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,Assault_Rate2021,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_2021,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,AutoTheft_Rate2021,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_2021,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,BreakAndEnter_Rate2021,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_2021,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,Robbery_Rate2021,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_2021,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,TheftOver_Rate2021,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_2021,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Homicide_Rate2021,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shootings_2021,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,Shootings_Rate2021,TheftfromMotorVehicle_2014,TheftfromMotorVehicle_2015,TheftfromMotorVehicle_2016,TheftfromMotorVehicle_2017,TheftfromMotorVehicle_2018,TheftfromMotorVehicle_2019,TheftfromMotorVehicle_2020,TheftfromMotorVehicle_2021,TheftfromMotorVehicle_Rate2014,TheftfromMotorVehicle_Rate2015,TheftfromMotorVehicle_Rate2016,TheftfromMotorVehicle_Rate2017,TheftfromMotorVehicle_Rate2018,TheftfromMotorVehicle_Rate2019,TheftfromMotorVehicle_Rate2020,TheftfromMotorVehicle_Rate2021,Shape__Area,Shape__Length
106,New Toronto,018,12689,84,103,98,99,105,111,90,115,722.705,878.9896,827.493,824.2444,860.938,897.5499,717.7606,906.2968,10,13,10,13,12,23,20,15,86.03631,110.9404,84.43806,108.2341,98.39291,185.9788,159.5023,118.2126,24,42,42,26,21,25,41,18,206.4871,358.4229,354.6399,216.4682,172.1876,202.1509,326.9798,141.8551,19,16,20,24,20,17,11,15,163.469,136.5421,168.8761,199.8168,163.9882,137.4626,87.7263,118.2126,2,5,5,1,1,1,5,6,17.20726,42.6694,42.21903,8.325702,8.199409,8.086036,39.87559,47.28505,0,0,1,0,2,0,0,0,0,0,8.443807,0,0,0,0,0,1,1,1,3,1,2,4,3,8.603631,8.533879,8.443807,24.9771,8.199409,16.17207,31.90047,23.64252502,20,43,32,20,37,41,40,24,172.0726,366.9568,270.2018,166.514,303.3781,331.5275,319.0047,189.1402002,6643475.82421875,15640.4177790199
107,Palmerston-Little Italy,080,15108,92,85,70,76,83,89,51,71,638.8002,590.5649,485.639,522.3008,563.9736,599.0845,340.1814,469.9497,14,13,18,18,23,13,16,10,97.20872,90.32169,124.8786,123.7028,156.2818,87.50673,106.7236,66.1901,55,43,39,37,46,51,48,32,381.8914,298.7563,270.5703,254.2781,312.5637,343.2956,320.1707,211.8083,29,17,24,12,20,14,6,9,201.3609,118.113,166.5048,82.46856,135.8973,94.23802,40.02134,59.57109,6,1,6,7,10,13,4,0,41.66088,6.947822,41.6262,48.10666,67.94863,87.50673,26.6809,0,1,0,0,0,0,0,1,1,6.943480072,0,0,0,0,0,6.670224,6.619009796,0,0,1,0,1,0,0,3,0,0,6.937699,0,6.794863,0,0,19.85702939,40,105,47,78,66,54,40,22,277.7392,729.5213,326.0719,536.0457,448.461,363.4895,266.809,145.6182155,2744214.56640625,6866.2770166107
108,Parkwoods-Donalda,045,38952,155,148,177,162,142,159,152,144,432.695,413.4656,493.2698,444.2372,383.1935,422.0193,397.3129,369.6858,36,34,27,44,20,31,44,50,100.4969,94.98534,75.24454,120.657,53.97091,82.28049,115.0116,128.3631,70,61,47,66,78,68,48,37,195.4106,170.4149,130.9812,180.9855,210.4865,180.4863,125.4672,94.9887,14,21,34,46,23,36,9,25,39.08213,58.66741,94.75239,126.1414,62.06655,95.55154,23.52511,64.18156,6,6,3,10,7,5,2,5,16.74948,16.76212,8.360505,27.42205,18.88982,13.27105,5.227801,12.83631,0,0,0,0,2,1,1,1,0,0,0,0,2.698545,2.65421,2.613901,2.567262272,1,3,3,9,3,1,6,4,2.791581,8.381059,8.360505,24.67985,8.095636,2.65421,15.6834,10.26904909,92,97,88,105,56,104,86,74,256.8254,270.9876,245.2415,287.9315,151.1185,276.0378,224.7955,189.9774081,14316541.1210938,18626.2073349179
109,Pelmo Park-Humberlea,023,12568,61,46,60,55,74,81,55,57,597.5706,432.9412,542.4955,484.1549,634.5396,676.8614,447.9557,453.5328,29,32,26,47,67,73,59,66,284.0909,301.1765,235.0814,413.7324,574.5155,610.0109,480.5343,525.1432,30,15,24,31,24,23,20,12,293.8871,141.1765,216.9982,272.8873,205.7966,192.1952,162.893,95.48058,13,25,12,23,19,9,7,4,127.3511,235.2941,108.4991,202.4648,162.9223,75.20682,57.01254,31.82686,3,6,4,6,4,7,10,2,29.38871,56.47059,36.16637,52.8169,34.29943,58.49419,81.44649,15.91343,0,0,1,0,1,1,0,2,0,0,9.041592,0,8.574859,8.356313,0,15.91343094,0,2,6,2,3,3,6,2,0,18.82353,54.24955,17.60563,25.72458,25.06894,48.86789,15.91343094,38,32,36,35,50,30,48,48,372.257,301.1765,325.4973,308.0986,428.7429,250.6894,390.9431,381.9223425,8191923.640625,19152.9107621787
110,Playter Estates-Danforth,067,8279,67,50,77,81,57,83,78,62,836.7678,623.5192,955.2165,999.8766,698.872,1010.962,944.653,748.8827,7,9,8,7,10,11,7,8,87.42351,112.2334,99.24327,86.40909,122.6091,133.9829,84.77655,96.63003,36,40,24,15,24,35,50,42,449.6066,498.8153,297.7298,185.1623,294.2619,426.3094,605.5468,507.3076,17,15,11,9,7,11,8,13,212.3142,187.0557,136.4595,111.0974,85.82639,133.9829,96.88749,157.0238,0,2,3,3,2,6,7,2,0,24.94077,37.21622,37.03247,24.52182,73.0816,84.77655,24.15751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,24.68831,0,12.18027,12.11094,12.07875347,42,26,14,26,21,70,31,34,524.541,324.2299,173.6757,320.948,257.4792,852.6188,375.439,410.6776181,1698176.203125,6222.89191831394
111,Willowridge-Martingrove-Richview,007,24531,85,73,104,101,77,95,96,59,378.4674,323.252,456.6411,437.1159,328.0784,399.1093,397.3839,240.512,45,35,49,38,52,43,69,55,200.3651,154.9838,215.1482,164.4594,221.5594,180.6495,285.6197,224.2061,43,36,35,39,66,42,21,22,191.46,159.4119,153.6773,168.7873,281.2101,176.4483,86.92773,89.68244,25,17,56,22,17,39,15,6,111.3139,75.27786,245.8837,95.21336,72.43289,163.8449,62.09123,24.45885,5,3,5,4,4,3,4,3,22.26279,13.28433,21.9539,17.31152,17.04303,12.60345,16.55766,12.22942,0,1,0,0,2,1,0,2,0,4.42811,0,0,4.260758,4.201151,0,8.152949329,2,2,5,4,6,5,7,4,8.905116,8.856219,21.9539,17.31152,25.56455,21.00576,28.97591,16.30589866,119,59,53,40,69,37,44,54,529.8544,261.2585,232.7113,173.1152,293.9923,155.4426,182.1343,220.1296319,10558658.8164063,16679.256937834
112,Woburn,137,58833,351,396,365,405,391,432,349,364,636.054,718.6672,661.0882,724.3007,690.1055,752.587,600.5955,618.7004,48,35,32,48,59,61,98,106,86.98174,63.51857,57.95842,85.84305,104.1336,106.2681,168.6486,180.171,120,147,80,85,99,100,65,55,217.4543,266.778,144.896,152.0137,174.7326,174.21,111.8587,93.48495,85,87,73,125,76,67,55,31,154.0302,157.889,132.2176,223.5496,134.1382,116.7207,94.64971,52.69152,11,13,14,24,14,8,15,13,19.93331,23.59261,25.35681,42.92152,24.70966,13.9368,25.81356,22.09644,3,3,1,0,0,0,2,2,5.436358365,5.444448,1.8112,0,0,0,3.441808,3.399452688,2,6,4,7,12,15,15,19,3.624239,10.8889,7.244802,12.51878,21.17971,26.13149,25.81356,32.29480054,97,115,104,115,149,161,144,140,175.7756,208.7039,188.3649,205.6656,262.9814,280.478,247.8102,237.9616882,23664676.3554688,25089.6580930377
113,Woodbine-Lumsden,060,8345,49,38,36,33,40,33,31,29,604.7889,469.1358,443.459,404.0157,486.9734,399.0809,373.0894,347.5135,2,6,2,1,2,8,4,9,24.68526,74.07407,24.63661,12.2429,24.34867,96.74689,48.14057,107.849,36,18,14,10,14,10,12,11,444.3347,222.2222,172.4563,122.429,170.4407,120.9336,144.4217,131.8155,5,6,3,6,6,3,6,2,61.71316,74.07407,36.95491,73.4574,73.04602,36.28008,72.21085,23.96645,2,3,6,0,3,5,1,0,24.68526,37.03704,73.90983,0,36.52301,60.4668,12.03514,0,0,1,0,1,0,1,0,0,0,12.34568,0,12.2429,12.17434,12.09336,0,0,0,0,1,0,1,0,0,0,0,0,12.31831,0,12.17434,0,0,0,49,34,36,17,34,35,38,32,604.7889,419.7531,443.459,208.1293,413.9274,423.2676,457.3354,383.4631516,2289719.70703125,6741.01607947642
114,Bayview Village,052,25464,83,107,78,58,59,67,70,71,402.0149,501.0536,351.9062,254.4083,251.4705,277.7548,282.2694,278.825,25,14,14,21,9,38,28,41,121.0888,65.55842,63.16264,92.11334,38.3599,157.5325,112.9078,161.0116,47,34,33,40,50,37,30,29,227.647,159.2133,148.8834,175.454,213.1106,153.3869,120.9726,113.8863,3,5,11,8,5,15,18,4,14.53066,23.41372,49.62779,35.0908,21.31106,62.1839,72.58357,15.70845,8,8,5,7,7,12,12,9,38.74842,37.46195,22.55809,30.70445,29.83548,49.74712,48.38905,35.34401,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.032421,0,0,1,0,0,1,1,1,3,0,4.682744,0,0,4.262211,4.145593,4.032421,11.78133836,85,23,42,30,30,51,58,45,411.702,107.7031,189.4879,131.5905,127.8663,211.4253,233.8804,176.7200754,9902201.5625,13168.7712557889
115,Bedford Park-Nortown,039,26646,59,27,31,52,41,57,51,41,247.3898,113.3834,129.9246,213.2721,164.4077,223.6785,196.0407,153.8692,40,39,31,47,50,63,79,102,167.7219,163.7761,129.9246,192.7652,200.4972,247.2236,303.671,382.7967,84,67,100,121,101,90,63,31,352.216,281.3589,419.1115,496.2677,405.0044,353.1766,242.168,116.3402,12,7,16,16,13,14,17,10,50.31657,29.39571,67.05784,65.62218,52.12928,54.93859,65.34692,37.52908,10,14,7,12,7,18,9,4,41.93048,58.79142,29.3378,49.21664,28.06961,70.63532,34.59542,15.01163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,4.193048,0,4.191115,0,0,11.77255,0,7.505817008,68,65,45,87,74,119,111,50,285.1273,272.9601,188.6002,356.8206,296.7359,466.978,426.6769,187.6454252,10576110.4375,17755.4497843745
116,Rockcliffe-Smythe,111,23965,134,136,142,110,132,148,130,139,583.7508,593.8346,619.087,475.5934,565.4316,628.637,547.3454,580.0125,48,41,34,50,53,38,62,47,209.1048,179.0237,148.2321,216.1788,227.0293,161.4068,261.0416,196.1193,37,38,38,37,24,43,37,35,161.1849,165.9244,165.6712,159.9723,102.8057,182.6445,155.7829,146.0463,39,37,61,47,19,9,14,16,169.8976,161.5579,265.9459,203.2081,81.38788,38.22792,58.94489,66.76403,7,3,4,10,15,9,4,5,30.49445,13.09929,17.43907,43.23576,64.25359,38.22792,16.8414,20.86376,1,2,0,0,0,1,2,1,4.356349379,8.732862,0,0,4.283573,4.247547,8.420698,4.17275193,3,6,3,1,5,6,5,12,13.06905,26.19859,13.0793,4.323576,21.41786,25.48528,21.05174,50.07302316,51,54,42,58,75,71,66,42,222.1738,235.7873,183.1103,250.7674,321.2679,301.5758,277.883,175.2555811,9700951.6328125,16066.0537409095
117,Bridle Path-Sunnybrook-York Mills,041,11376,17,29,18,26,32,43,46,44,183.2884,309.1025,189.4737,263.9326,313.1728,406.5041,420.3985,386.7792,5,11,11,4,9,11,16,39,53.90836,117.2458,115.7895,40.60501,88.07986,103.9894,146.2256,342.827,36,36,50,68,53,53,30,19,388.1402,383.7135,526.3158,690.2853,518.6925,501.0399,274.1729,167.0183,1,1,2,1,0,13,8,5,10.78167,10.65871,21.05263,10.15125,0,122.8966,73.11278,43.95218,8,2,5,5,4,3,6,1,86.25337,21.31742,52.63158,50.75627,39.1466,28.36075,54.83458,8.790436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,10.15125,19.5733,28.36075,27.41729,0,24,16,12,12,19,25,39,12,258.7601,170.5393,126.3158,121.815,185.9464,236.3396,356.4248,105.4852321,16938389.9023438,21665.5828832799
118,Don Valley Village,047,29803,113,134,137,126,126,143,98,122,406.5772,482.1184,490.8987,446.0335,439.7599,492.7296,333.2653,409.3548,48,29,27,28,27,22,35,33,172.7054,104.3391,96.74645,99.11855,94.23426,75.80457,119.0233,110.7271,80,47,66,32,58,34,30,31,287.8423,169.1012,236.4913,113.2783,202.4292,117.1525,102.02,104.0164,48,32,25,19,35,34,23,18,172.7054,115.1328,89.58005,67.25902,122.1555,117.1525,78.21533,60.3966,10,6,8,10,11,14,6,11,35.98028,21.58739,28.66562,35.39948,38.39174,48.23927,20.404,36.90903,2,0,0,0,0,0,2,0,7.196056561,0,0,0,0,0,6.801333,0,0,1,1,1,1,3,0,3,0,3.597899,3.583202,3.539948,3.490158,10.33699,0,10.06610073,106,105,65,38,50,69,55,63,381.391,377.7794,232.9081,134.518,174.5079,237.7507,187.0367,211.3881153,8086941.3125,11538.4356560173
119,Weston,113,20395,179,152,183,182,162,193,207,207,958.8601,817.9519,985.6727,962.3519,839.3782,981.7386,1033.089,1014.955,55,36,40,43,56,47,78,59,294.6218,193.7254,215.4476,227.3689,290.1554,239.0762,389.2798,289.2866,33,54,44,75,38,58,24,36,176.7731,290.5882,236.9924,396.5736,196.8912,295.0303,119.7784,176.5139,35,48,43,46,42,27,27,25,187.4866,258.3006,231.6062,243.2318,217.6166,137.3417,134.7507,122.5791,5,3,4,3,8,4,10,5,26.7838,16.14379,21.54476,15.86294,41.45078,20.34691,49.90767,24.51581,1,0,4,1,1,2,3,1,5.356760231,0,21.54476,5.287648,10.36269,10.17346,14.9723,4.90316254,5,6,13,8,8,15,5,7,26.7838,32.28757,70.02047,42.30119,41.45078,76.30093,24.95383,34.32213778,76,63,94,83,73,71,90,70,407.1138,339.0195,506.3018,438.8748,378.2383,361.1577,449.169,343.2213778,4912621.58203125,14113.1583513455
120,Lawrence Park South,103,16865,14,28,19,22,14,26,28,33,89.88187,179.7176,121.7558,138.8188,86.98354,159.0895,168.8273,195.6715,15,28,20,16,32,27,30,60,96.302,179.7176,128.164,100.9591,198.8195,165.2083,180.8863,355.7664,68,47,44,47,36,57,58,26,436.5691,301.6688,281.9609,296.5674,223.672,348.7732,349.7136,154.1654,3,6,2,5,5,15,12,9,19.2604,38.51091,12.81641,31.54972,31.06555,91.78242,72.35454,53.36496,5,3,1,2,2,8,12,2,32.10067,19.25546,6.408203,12.61989,12.42622,48.95062,72.35454,11.85888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,25,33,27,55,50,27,321.0067,128.3697,160.2051,208.2282,167.754,336.5355,301.4772,160.094871,6211132.21484375,13530.2213723477
121,Brookhaven-Amesbury,030,18994,81,97,108,114,98,100,88,124,441.4409,530.0836,589.2623,617.9532,526.6835,533.4471,465.8056,652.8378,39,42,30,22,48,36,56,47,212.5456,229.5207,163.684,119.2541,257.9674,192.041,296.4218,247.4466,23,44,31,32,33,50,33,25,125.3474,240.4503,169.1401,173.4605,177.3526,266.7236,174.6771,131.6205,30,17,29,19,20,19,16,15,163.4966,92.90125,158.2278,102.9922,107.4864,101.355,84.69193,78.97231,5,8,1,7,11,12,9,5,27.24944,43.71824,5.456133,37.94449,59.11753,64.01366,47.63921,26.3241,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15.79446141,1,2,3,7,3,7,0,5,5.449888,10.92956,16.3684,37.94449,16.12296,37.3413,0,26.32410235,32,50,26,32,46,50,60,47,174.3964,273.239,141.8595,173.4605,247.2188,266.7236,317.5948,247.4465621,6715787.71875,12417.2433964771
122,Long Branch,019,11737,63,67,60,66,57,59,68,97,615.1743,649.2877,575.7605,617.0531,518.7477,523.1424,588.0318,826.4463,9,15,13,13,11,11,24,41,87.88204,145.3629,124.7481,121.5408,100.1092,97.53503,207.5406,349.3227,24,33,28,27,39,29,34,15,234.3521,319.7984,268.6882,252.4308,354.9326,257.1378,294.0159,127.801,14,14,7,13,10,30,16,1,136.7054,135.6721,67.17206,121.5408,91.00837,266.0046,138.3604,8.520064,2,4,0,3,3,2,4,3,19.52934,38.76345,0,28.04787,27.30251,17.73364,34.59011,25.56019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.520064752,0,0,0,3,0,0,0,3,0,0,0,28.04787,0,0,0,25.56019426,45,52,19,43,16,44,42,39,439.4102,503.9248,182.3242,402.0194,145.6134,390.1401,363.1961,332.2825253,4315550.8359375,10782.7933017894
123,Malvern,132,48174,219,286,279,277,271,333,234,229,478.6676,629.8172,617.5162,605.5704,584.3414,708.9783,492.1343,475.3601,26,30,36,56,61,77,66,63,56.82812,66.06474,79.67951,122.4258,131.5307,163.9379,138.8071,130.7759,63,43,65,34,64,44,25,33,137.6989,94.6928,143.8658,74.32994,137.9994,93.67881,52.57845,68.50168,40,46,64,63,51,43,24,40,87.42787,101.2993,141.6525,137.729,109.9683,91.54974,50.47531,83.03234,10,4,8,7,16,9,6,3,21.85697,8.808633,17.70656,15.30322,34.49986,19.16158,12.61883,6.227426,0,0,4,2,2,1,1,3,0,0,8.853279,4.372349,2.156241,2.129064,2.103138,6.227425582,4,9,10,10,11,13,15,10,8.742787,19.81942,22.1332,21.86175,23.71865,27.67783,31.54707,20.75808527,68,52,65,93,68,80,92,50,148.6274,114.5122,143.8658,203.3142,146.6244,170.3251,193.4887,103.7904264,17031626.5742188,16744.1769823118
124,Dufferin Grove,083,12994,83,79,85,82,108,80,79,82,684.2539,648.0722,692.5772,660.9705,858.9152,628.9308,614.4035,631.0605,10,9,7,9,16,4,19,20,82.44023,73.83101,57.03577,72.54554,127.2467,31.44654,147.7679,153.9172,28,33,26,25,46,44,56,29,230.8326,270.7137,211.8471,201.5154,365.8343,345.912,435.5265,223.1799,30,32,19,9,18,29,19,4,247.3207,262.5103,154.8114,72.54554,143.1525,227.9874,147.7679,30.78344,8,5,3,3,7,7,4,3,65.95219,41.01723,24.4439,24.18185,55.67043,55.03145,31.10904,23.08758,0,0,0,0,0,1,1,0,0,0,0,0,7.952919,7.861635,7.777259,0,0,0,2,3,2,0,3,2,0,0,16.29593,24.18185,15.90584,0,23.33178,15.39171926,49,31,38,33,40,36,43,24,403.9571,254.3068,309.6227,266.0003,318.1168,283.0189,334.4221,184.7006311,2653523.875,7114.46263946917
125,Maple Leaf,029,11019,23,31,44,20,32,28,30,33,220.0746,297.762,422.5487,189.6633,299.4012,258.9955,274.0477,299.4827,7,18,15,8,13,25,18,12,66.97923,172.8941,144.0507,75.86534,121.6317,231.246,164.4286,108.9028,14,13,18,10,7,15,10,10,133.9585,124.8679,172.8608,94.83167,65.49401,138.7476,91.34923,90.75233,9,3,8,2,6,4,2,1,86.11616,28.81568,76.82704,18.96634,56.13773,36.99935,18.26985,9.075233,0,4,0,2,4,3,2,3,0,38.4209,0,18.96634,37.42515,27.74951,18.26985,27.2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,2,0,19.21045,0,9.483168,18.71257,0,9.134923,18.15046737,12,18,13,6,33,18,31,19,114.8215,172.8941,124.8439,56.89901,308.7575,166.4971,283.1826,172.4294401,4839792.42578125,8828.10889511427
126,Markland Wood,012,11297,23,13,25,23,23,15,42,25,213.5562,120.6833,231.1604,211.106,209.3383,135.6116,376.8168,221.2977,8,15,13,9,19,9,29,22,74.28041,139.2499,120.2034,82.6067,172.9316,81.36697,260.183,194.742,53,19,19,13,25,25,12,9,492.1077,176.3832,175.6819,119.3208,227.5416,226.0193,107.6619,79.66717,9,3,10,9,4,13,16,7,83.56546,27.84998,92.46417,82.6067,36.40666,117.5301,143.5493,61.96335,3,2,2,1,2,3,7,0,27.85515,18.56665,18.49283,9.178522,18.20333,27.12232,62.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,9.101665,18.08155,0,0,58,39,44,31,22,18,16,23,538.533,362.0497,406.8423,284.5342,200.2366,162.7339,143.5493,203.5938745,5643211.71484375,10845.5809581085
127,Steeles,116,27319,44,35,45,43,31,47,39,51,172.3328,137.855,177.7181,167.3152,118.6648,177.1913,144.9221,186.6833,20,16,31,31,24,31,30,43,78.33307,63.01942,122.428,120.6226,91.86954,116.8709,111.4786,157.3996,62,59,48,43,62,66,25,17,242.8325,232.3841,189.566,167.3152,237.3297,248.8219,92.89881,62.22775,8,9,16,5,9,8,6,7,31.33323,35.44842,63.18866,19.45525,34.45108,30.16023,22.29572,25.62319,3,3,2,6,3,5,1,2,11.74996,11.81614,7.898582,23.3463,11.48369,18.85014,3.715953,7.320912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,7.833307,0,0,0,3.827898,0,7.431905,3.660456093,26,28,21,31,41,40,21,28,101.833,110.284,82.93511,120.6226,156.9438,150.8011,78.035,102.4927706,8765422.27734375,12393.078491558
128,Lawrence Park North,105,16023,26,26,22,34,21,38,43,41,173.449,173.5184,146.5397,223.7725,136.4434,243.9807,272.9985,255.8822,23,22,14,27,39,18,23,43,153.4356,146.8233,93.25252,177.7017,253.3948,115.5698,146.0225,268.3642,35,35,27,29,13,23,19,20,233.489,233.5825,179.8441,190.8648,84.46495,147.6725,120.6273,124.8206,0,6,4,6,2,7,12,8,0,40.04271,26.64358,39.48927,12.99461,44.94382,76.18564,49.92823,4,5,3,6,4,4,1,1,26.68446,33.36893,19.98268,39.48927,25.98921,25.68218,6.348803,6.241028,1,0,0,0,0,0,0,0,6.671114076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.671114,0,0,0,0,0,0,0,63,35,22,38,39,56,46,27,420.2802,233.5825,146.5397,250.0987,253.3948,359.5506,292.045,168.5077701,4388352.6875,9051.31955292101
129,Yonge-Eglinton,100,13484,58,64,67,67,66,92,92,67,493.9533,535.0276,547.5646,537.7639,519.1536,710.6442,697.8685,496.8852,10,9,4,2,12,12,18,28,85.16437,75.23825,32.69042,16.05265,94.39157,92.69273,136.5395,207.6535,36,24,19,24,25,41,34,31,306.5917,200.6353,155.2795,192.6318,196.6491,316.7001,257.9079,229.9021,15,15,14,12,30,12,10,4,127.7466,125.3971,114.4165,96.31592,235.9789,92.69273,75.85527,29.66479,5,5,2,4,5,9,7,2,42.58218,41.79903,16.34521,32.1053,39.32982,69.51955,53.09869,14.83239,0,1,0,0,0,1,0,0,0,8.359806,0,0,7.865964,7.724394,0,0,1,0,0,0,0,1,1,0,8.516437,0,0,0,0,7.724394,7.585527,0,27,11,10,25,23,45,44,22,229.9438,91.95786,81.72605,200.6582,180.9172,347.5977,333.7632,163.1563334,3160385.96875,7872.08974429287
130,Morningside,135,19075,124,138,164,157,131,181,105,82,686.1823,766.6241,911.0099,861.9743,711.0677,970.0933,556.7634,429.882,21,17,14,12,12,8,32,32,116.2083,94.4392,77.76913,65.88338,65.13597,42.87705,169.6803,167.7589,30,20,19,16,19,17,18,16,166.0118,111.1049,105.5438,87.84451,103.132,91.11373,95.44514,83.87943,16,27,10,19,14,17,7,6,88.53965,149.9917,55.54939,104.3154,75.99197,91.11373,37.11756,31.45478,1,1,0,2,2,4,2,1,5.533728,5.555247,0,10.98056,10.856,21.43852,10.60502,5.242464,0,1,0,0,1,1,1,0,0,5.555247,0,0,5.427998,5.359631,5.302508,0,2,0,1,1,2,2,7,3,11.06746,0,5.554938,5.490282,10.856,10.71926,37.11756,15.72739187,25,34,20,36,34,34,27,21,138.3432,188.8784,111.0988,197.6502,184.5519,182.2275,143.1677,110.0917431,11018876.84375,18309.7767306312
131,Moss Park,073,24517,353,387,457,440,553,639,756,630,1793.152,1887.161,2132.923,1998.819,2442.04,2746.497,3162.518,2569.646,25,22,17,21,53,44,40,50,126.9938,107.2804,79.34286,95.39817,234.0473,189.1172,167.329,203.9401,153,97,129,133,136,235,202,154,777.2021,473.0092,602.0723,604.1884,600.5741,1010.058,845.0115,628.1356,121,133,119,93,158,139,131,90,614.65,648.559,555.4,422.4776,697.7258,597.4383,548.0025,367.0922,7,14,11,20,36,25,15,17,35.55827,68.26937,51.33949,90.8554,158.9755,107.4529,62.74838,69.33965,1,1,3,4,4,3,2,1,5.079752108,4.876384,14.00168,18.17108,13.24796,12.89435,8.36645,4.078802464,3,4,8,8,9,3,5,3,15.23926,19.50554,37.33781,36.34216,39.74387,12.89435,20.91613,12.23640739,180,168,134,173,241,222,168,126,914.3554,819.2325,625.4084,785.8992,1064.253,954.1821,702.7819,513.9291104,2701422.74609375,8578.17311462788
132,Little Portugal,084,18062,78,80,110,88,85,84,80,105,526.2448,515.0657,676.1325,529.3552,499.9118,483.2863,450.9329,581.331,12,12,12,17,12,11,27,7,80.96073,77.25985,73.75991,102.2618,70.57578,63.2875,152.1898,38.7554,41,39,40,40,56,58,54,40,276.6158,251.0945,245.8664,240.616,329.3536,333.6977,304.3797,221.4594,9,6,9,13,12,9,9,10,60.72055,38.62992,55.31993,78.2002,70.57578,51.78068,50.72995,55.36485,5,1,4,2,11,9,6,7,33.73364,6.438321,24.58664,12.0308,64.69447,51.78068,33.81997,38.7554,1,2,2,0,1,0,0,0,6.746727837,12.87664,12.29332,0,0,0,0,0,0,1,0,0,1,2,0,1,0,6.438321,0,0,5.881315,11.50682,0,5.536485439,24,29,30,44,31,41,42,26,161.9215,186.7113,184.3998,264.6776,182.3208,235.8898,236.7398,143.9486214,2324903.17578125,7520.23065775754
